KX232611.1	0	HIV-1 isolate PK018 from Pakistan, complete genome
KX232613.1	0	HIV-1 isolate PK020 from Pakistan, complete genome
KX232614.1	0	HIV-1 isolate PK021 from Pakistan, complete genome
KX232618.1	0	HIV-1 isolate PK026 from Pakistan, complete genome
KX232620.1	0	HIV-1 isolate PK030 from Pakistan, complete genome
KX232624.1	0	HIV-1 isolate PK034 from Pakistan, complete genome
KX232626.1	0	HIV-1 isolate PK036 from Pakistan, complete genome
MT942764.1	0	HIV-1 isolate 175019_1 from Rwanda, complete genome
MT942708.1	0	HIV-1 isolate 175005_2 from Rwanda, complete genome
MT942776.1	0	HIV-1 isolate 175020_1 from Rwanda, complete genome
MT942744.1	0	HIV-1 isolate 175014_11 from Rwanda, complete genome
MT942721.1	0	HIV-1 isolate 175010_1 from Rwanda, complete genome
MT942795.1	0	HIV-1 isolate 175027_4 from Rwanda, complete genome
MT942807.1	0	HIV-1 isolate 175059_1 from Rwanda, complete genome
JX236677.1	0	HIV-1 isolate pR463F from Rwanda gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
JX236678.1	0	HIV-1 isolate pR880F from Rwanda gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
KU749424.1	0	HIV-1 isolate DEMA108RW010 from Rwanda, partial genome
MT942842.1	0	HIV-1 isolate 175071_P1_1 from Rwanda, complete genome
MT942826.1	0	HIV-1 isolate 175062_1 from Rwanda, complete genome
MT942889.1	0	HIV-1 isolate 175079_1 from Rwanda, complete genome
MT942875.1	0	HIV-1 isolate 175074_P1_11 from Rwanda, complete genome
MT942915.1	0	HIV-1 isolate 175090_1 from Rwanda, complete genome
MT942931.1	0	HIV-1 isolate 175092_4 from Rwanda, complete genome
MT942947.1	0	HIV-1 isolate 175094_10 from Rwanda, complete genome
KF716472.1	0	HIV-1 isolate DEMA111RW002 from Rwanda gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
AB253421.1	0	Human immunodeficiency virus 1 proviral DNA, complete genome, clone: p92RW008A04
AB287376.1	0	Human immunodeficiency virus 1 proviral DNA, complete genome, clone: p92RW025A17
AB287379.1	0	Human immunodeficiency virus 1 proviral DNA, complete genome, clone: p93RW037A92
AF107771.1	0	HIV-1 isolate SE8131 from Sweden, complete genome
KY658694.1	0	HIV-1 isolate DEMA108TZ002 from Tanzania, partial genome
KY658695.1	0	HIV-1 isolate DEMA108TZ004 from Tanzania, partial genome
KY658696.1	0	HIV-1 isolate DEMA108TZ012 from Tanzania, partial genome
AF361873.1	0	HIV-1 isolate 97TZ03 from Tanzania gag protein (gag), truncated pol protein (pol), vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
JX236669.1	0	HIV-1 isolate p191084 from Uganda gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nonfunctional nef protein (nef) gene, complete sequence
JX236671.1	0	HIV-1 isolate p191845 from Uganda gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nonfunctional nef protein (nef) gene, complete sequence
JX236676.1	0	HIV-1 isolate p9004SDM from Uganda gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
KF716478.1	0	HIV-1 isolate DEMA109UG001 from Uganda gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
KP109490.1	0	HIV-1 isolate DEMA109UG017 from Uganda gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
KF859745.1	0	HIV-1 isolate DEMA110UG001 from Uganda gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
KF716486.1	0	HIV-1 isolate DEMA110UG009 from Uganda gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
M62320.1	0	Human immunodeficiency virus type 1 Ugandan isolate U455, complete proviral genome
OP039451.1	0	UNVERIFIED: HIV-1 isolate 002370 from Uganda genomic sequence
OP039454.1	0	UNVERIFIED: HIV-1 isolate 002376 from Uganda genomic sequence
OP039455.1	0	UNVERIFIED: HIV-1 isolate 002378 from Uganda genomic sequence
OP039467.1	0	UNVERIFIED: HIV-1 isolate 002399 from Uganda genomic sequence
OP039468.1	0	UNVERIFIED: HIV-1 isolate 002400 from Uganda genomic sequence
OP039473.1	0	UNVERIFIED: HIV-1 isolate 002408 from Uganda genomic sequence
OP039474.1	0	UNVERIFIED: HIV-1 isolate 002409 from Uganda genomic sequence
OP039477.1	0	UNVERIFIED: HIV-1 isolate 002415 from Uganda genomic sequence
OP039479.1	0	UNVERIFIED: HIV-1 isolate 002419 from Uganda genomic sequence
OP039481.1	0	UNVERIFIED: HIV-1 isolate 002424 from Uganda genomic sequence
OP039485.1	0	UNVERIFIED: HIV-1 isolate 002429 from Uganda genomic sequence
OP039384.1	0	UNVERIFIED: HIV-1 isolate 2034 from Uganda genomic sequence
OP039408.1	0	UNVERIFIED: HIV-1 isolate 2077 from Uganda genomic sequence
AB253429.1	0	Human immunodeficiency virus 1 proviral DNA, complete genome, clone: p92UG037A40
AB098333.1	0	Human immunodeficiency virus 1 proviral DNA, complete genome, clone:pUG029-A4
AB098331.1	0	Human immunodeficiency virus 1 proviral DNA, complete genome, clone:pUG031-A2
AB485632.1	0	Human immunodeficiency virus 1 proviral DNA, complete genome, clone: pPRD320-01A44
MH705163.1	0	HIV-1 isolate PBS1195 from Democratic Republic of the Congo, complete genome
AF286238.1	0	HIV-1 isolate 97CDKTB48 from Republic of the Congo, complete genome
AF286237.1	0	HIV-1 isolate 94CY017.41 from Cyprus, complete genome
AM000053.1	0	Human immunodeficiency virus type 1 complete genome, subtype A4, isolate 97CD.KCC2
MN485977.1	0	HIV-1 isolate AG from Belgium, complete genome
KT983615.1	0	HIV-1 isolate PV85 from Belarus, partial genome
EU861977.1	0	HIV-1 isolate 60000 from Italy, complete genome
EF545108.1	0	HIV-1 isolate RU00051 from Russia, complete genome
JQ292895.1	0	HIV-1 isolate RU_560_1125_JA from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
JQ292896.1	0	HIV-1 isolate RU_915_1016 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
JQ292897.1	0	HIV-1 isolate RU_915_1035 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
JQ292898.1	0	HIV-1 isolate RU_915_1038 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
JQ292899.1	0	HIV-1 isolate RU_915_1041 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
JQ292900.1	0	HIV-1 isolate RU_SP_B_049 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nonfunctional nef protein (nef) gene, complete sequence
JQ292891.1	0	HIV-1 isolate Irkutsk_5 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nonfunctional nef protein (nef) gene, complete sequence
KF716491.1	0	HIV-1 isolate DEMA108RU003 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
KF716492.1	0	HIV-1 isolate DEMA108RU004 from Russia gag protein (gag) gene, complete cds; nonfunctional pol protein (pol) gene, partial sequence; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
KY238327.1	0	HIV-1 isolate MSK_SK_006-2 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
FJ864679.1	0	HIV-1 isolate PokA79Ru from Russia, complete genome
JQ292893.1	0	HIV-1 isolate RUA001 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
JQ292894.1	0	HIV-1 isolate RUA007 from Russia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
JX500696.1	0	HIV-1 isolate 10RU6617 from Russia, partial genome
JX500695.1	0	HIV-1 isolate 10RU6792 from Russia, partial genome
JX500694.1	0	HIV-1 isolate 11RU6950 from Russia, partial genome
MH330347.1	0	HIV-1 isolate BLG015 from Russia, complete genome
MH330348.1	0	HIV-1 isolate BLG032 from Russia, complete genome
MH330349.1	0	HIV-1 isolate BLG033 from Russia, complete genome
MH330350.1	0	HIV-1 isolate BLG035 from Russia, complete genome
MH330351.1	0	HIV-1 isolate BLG038 from Russia, complete genome
MH330352.1	0	HIV-1 isolate BLG041 from Russia, complete genome
MH330353.1	0	HIV-1 isolate BLG043 from Russia, complete genome
MH330354.1	0	HIV-1 isolate BLG044 from Russia, complete genome
MH330355.1	0	HIV-1 isolate BLG045 from Russia, complete genome
MH330356.1	0	HIV-1 isolate BLG051 from Russia, complete genome
MH330358.1	0	HIV-1 isolate IRK014 from Russia, complete genome
MH330359.1	0	HIV-1 isolate IRK025 from Russia, complete genome
MH330361.1	0	HIV-1 isolate IRK028 from Russia, complete genome
MH330363.1	0	HIV-1 isolate IRK030 from Russia, complete genome
MH330364.1	0	HIV-1 isolate IRK031 from Russia, complete genome
MH330367.1	0	HIV-1 isolate IRK039 from Russia, complete genome
MZ427747.1	0	HIV-1 isolate RU_ERS_234_2012 from Russia, complete genome
MG902950.1	0	HIV-1 isolate ARH001 from Russia, complete genome
MG902951.1	0	HIV-1 isolate ARH011 from Russia, complete genome
MH330337.1	0	HIV-1 isolate ARH028 from Russia, complete genome
MH330339.1	0	HIV-1 isolate ARH033 from Russia, complete genome
MH330340.1	0	HIV-1 isolate ARH036 from Russia, complete genome
MH330341.1	0	HIV-1 isolate ARH042 from Russia, complete genome
MH330342.1	0	HIV-1 isolate ARH047 from Russia, complete genome
MH330344.1	0	HIV-1 isolate ARH061 from Russia, complete genome
MH330345.1	0	HIV-1 isolate ARH066 from Russia, complete genome
MH330346.1	0	HIV-1 isolate ARH068 from Russia, complete genome
MH330370.1	0	HIV-1 isolate MRK030 from Russia, complete genome
MH330371.1	0	HIV-1 isolate MRK054 from Russia, complete genome
MH330372.1	0	HIV-1 isolate MRK056 from Russia, complete genome
MH330373.1	0	HIV-1 isolate MRK063 from Russia, complete genome
MH330374.1	0	HIV-1 isolate MRK067 from Russia, complete genome
MH330375.1	0	HIV-1 isolate MRK068 from Russia, complete genome
MH330376.1	0	HIV-1 isolate MRK075 from Russia, complete genome
MH330377.1	0	HIV-1 isolate MRK078 from Russia, complete genome
MH330378.1	0	HIV-1 isolate MRK079 from Russia, complete genome
MN703135.1	0	HIV-1 isolate DEMA614RU011 from Russia, complete genome
MT222945.1	0	HIV-1 isolate DEMA614RU015 from Russia, complete genome
MT222946.1	0	HIV-1 isolate DEMA614RU017 from Russia, complete genome
MT222947.1	0	HIV-1 isolate DEMA614RU018 from Russia, complete genome
MN703136.1	0	HIV-1 isolate DEMA614RU019 from Russia, complete genome
MT222948.1	0	HIV-1 isolate DEMA614RU024 from Russia, complete genome
MN703137.1	0	HIV-1 isolate DEMA614RU025 from Russia, complete genome
MH330379.1	0	HIV-1 isolate MRK086 from Russia, complete genome
MH330380.1	0	HIV-1 isolate MRK087 from Russia, complete genome
MH330381.1	0	HIV-1 isolate MRK097 from Russia, complete genome
MZ427727.1	0	HIV-1 isolate RU_ERS_726_2014 from Russia, complete genome
MT222949.1	0	HIV-1 isolate DEMA615RU028 from Russia, complete genome
MZ427755.1	0	HIV-1 isolate RU_ERS_3013_2015 from Russia, complete genome
MT318157.1	0	HIV-1 isolate RU_ERS_551_2015 from Russia, complete genome
MT334907.1	0	HIV-1 isolate RU_ERS_605_2015 from Russia, complete genome
MZ427717.1	0	HIV-1 isolate RU_ERS_609_2015 from Russia, complete genome
MT334908.1	0	HIV-1 isolate RU_ERS_610_2015 from Russia, complete genome
MT334909.1	0	HIV-1 isolate RU_ERS_620_2015 from Russia, complete genome
MT334910.1	0	HIV-1 isolate RU_ERS_622_2015 from Russia, complete genome
MT334911.1	0	HIV-1 isolate RU_ERS_623_2015 from Russia, complete genome
MT334912.1	0	HIV-1 isolate RU_ERS_625_2015 from Russia, complete genome
MT334913.1	0	HIV-1 isolate RU_ERS_628_2015 from Russia, complete genome
MZ427723.1	0	HIV-1 isolate RU_ERS_769_2015 from Russia, complete genome
MZ427722.1	0	HIV-1 isolate RU_ERS_853_2015 from Russia, complete genome
MN703138.1	0	HIV-1 isolate DEMA616RU023, complete genome
MN703139.1	0	HIV-1 isolate DEMA616RU026, complete genome
MT334915.1	0	HIV-1 isolate RU_ERS_1000_2016 from Russia, complete genome
MT334916.1	0	HIV-1 isolate RU_ERS_1001_2016 from Russia, complete genome
MT334919.1	0	HIV-1 isolate RU_ERS_1008_2016 from Russia, complete genome
MT334920.1	0	HIV-1 isolate RU_ERS_1009_2016 from Russia, complete genome
MT334921.1	0	HIV-1 isolate RU_ERS_1010_2016 from Russia, complete genome
MT334924.1	0	HIV-1 isolate RU_ERS_1016_2016 from Russia, complete genome
MT334925.1	0	HIV-1 isolate RU_ERS_1018_2016 from Russia, complete genome
MT334926.1	0	HIV-1 isolate RU_ERS_1019_2016 from Russia, complete genome
MT334927.1	0	HIV-1 isolate RU_ERS_1021_2016 from Russia, complete genome
MT334928.1	0	HIV-1 isolate RU_ERS_1025_2016 from Russia, complete genome
MT334929.1	0	HIV-1 isolate RU_ERS_1026_2016 from Russia, complete genome
MT334930.1	0	HIV-1 isolate RU_ERS_1027_2016 from Russia, complete genome
MT334931.1	0	HIV-1 isolate RU_ERS_1028_2016 from Russia, complete genome
MT334932.1	0	HIV-1 isolate RU_ERS_1029_2016 from Russia, complete genome
MT369950.1	0	HIV-1 isolate RU_ERS_1030_2016 from Russia, complete genome
MT369951.1	0	HIV-1 isolate RU_ERS_1032_2016 from Russia, complete genome
MT369952.1	0	HIV-1 isolate RU_ERS_1033_2016 from Russia, complete genome
MT369953.1	0	HIV-1 isolate RU_ERS_1034_2016 from Russia, complete genome
MT369955.1	0	HIV-1 isolate RU_ERS_1036_2016 from Russia, complete genome
MT369956.1	0	HIV-1 isolate RU_ERS_1037_2016 from Russia, complete genome
MT369957.1	0	HIV-1 isolate RU_ERS_1038_2016 from Russia, complete genome
MT369958.1	0	HIV-1 isolate RU_ERS_1039_2016 from Russia, complete genome
MT369960.1	0	HIV-1 isolate RU_ERS_1041_2016 from Russia, complete genome
MT369961.1	0	HIV-1 isolate RU_ERS_1042_2016 from Russia, complete genome
MT369963.1	0	HIV-1 isolate RU_ERS_1044_2016 from Russia, complete genome
MT369964.1	0	HIV-1 isolate RU_ERS_1047_2016 from Russia, complete genome
MT369966.1	0	HIV-1 isolate RU_ERS_1051_2016 from Russia, complete genome
MT369967.1	0	HIV-1 isolate RU_ERS_1052_2016 from Russia, complete genome
MT369970.1	0	HIV-1 isolate RU_ERS_1056_2016 from Russia, complete genome
MT369972.1	0	HIV-1 isolate RU_ERS_1091_2016 from Russia, complete genome
MT369973.1	0	HIV-1 isolate RU_ERS_1092_2016 from Russia, complete genome
MT369975.1	0	HIV-1 isolate RU_ERS_1094_2016 from Russia, complete genome
MT369977.1	0	HIV-1 isolate RU_ERS_1097_2016 from Russia, complete genome
MT369978.1	0	HIV-1 isolate RU_ERS_1098_2016 from Russia, complete genome
MT369980.1	0	HIV-1 isolate RU_ERS_1100_2016 from Russia, complete genome
MT369982.1	0	HIV-1 isolate RU_ERS_1102_2016 from Russia, complete genome
MT369983.1	0	HIV-1 isolate RU_ERS_1103_2016 from Russia, complete genome
MT369984.1	0	HIV-1 isolate RU_ERS_1104_2016 from Russia, complete genome
MT369987.1	0	HIV-1 isolate RU_ERS_1107_2016 from Russia, complete genome
MT369989.1	0	HIV-1 isolate RU_ERS_1109_2016 from Russia, complete genome
MT369990.1	0	HIV-1 isolate RU_ERS_1110_2016 from Russia, complete genome
MT369993.1	0	HIV-1 isolate RU_ERS_1115_2016 from Russia, complete genome
MT369994.1	0	HIV-1 isolate RU_ERS_1116_2016 from Russia, complete genome
MT369995.1	0	HIV-1 isolate RU_ERS_1120_2016 from Russia, complete genome
MT369997.1	0	HIV-1 isolate RU_ERS_1404_2016 from Russia, complete genome
MT369998.1	0	HIV-1 isolate RU_ERS_1405_2016 from Russia, complete genome
OP056071.1	0	HIV-1 isolate KRS64-1 from Russia, complete genome
MT334918.1	0	HIV-1 isolate RU_ERS_1006_2017 from Russia, complete genome
MT369968.1	0	HIV-1 isolate RU_ERS_1053_2017 from Russia, complete genome
MT369999.1	0	HIV-1 isolate RU_ERS_1408_2017 from Russia, complete genome
MT370000.1	0	HIV-1 isolate RU_ERS_1410_2017 from Russia, complete genome
MT370001.1	0	HIV-1 isolate RU_ERS_1412_2017 from Russia, complete genome
MT370002.1	0	HIV-1 isolate RU_ERS_1414_2017 from Russia, complete genome
MT370003.1	0	HIV-1 isolate RU_ERS_1415_2017 from Russia, complete genome
MT370005.1	0	HIV-1 isolate RU_ERS_1417_2017 from Russia, complete genome
MT370006.1	0	HIV-1 isolate RU_ERS_1418_2017 from Russia, complete genome
MT370007.1	0	HIV-1 isolate RU_ERS_1425_2017 from Russia, complete genome
MT370008.1	0	HIV-1 isolate RU_ERS_1427_2017 from Russia, complete genome
MZ427726.1	0	HIV-1 isolate RU_ERS_2050_2017 from Russia, complete genome
MZ427756.1	0	HIV-1 isolate RU_ERS_3068_2017 from Russia, complete genome
MZ427762.1	0	HIV-1 isolate RU_ERS_3125_2017 from Russia, complete genome
MZ427766.1	0	HIV-1 isolate RU_ERS_3176_2017 from Russia, complete genome
MZ427767.1	0	HIV-1 isolate RU_ERS_3183_2017 from Russia, complete genome
MZ427720.1	0	HIV-1 isolate RU_ERS_2206_2018 from Russia, complete genome
MZ327293.1	0	HIV-1 isolate RU_ERS_2550_2018 from Russia, complete genome
MZ327294.1	0	HIV-1 isolate RU_ERS_2564_2018 from Russia, complete genome
MZ427769.1	0	HIV-1 isolate RU_ERS_3195_2018 from Russia, complete genome
MZ427770.1	0	HIV-1 isolate RU_ERS_3243_2018 from Russia, complete genome
MZ427749.1	0	HIV-1 isolate RU_ERS_2647_2019 from Russia, complete genome
MZ427746.1	0	HIV-1 isolate RU_ERS_3661_2019 from Russia, complete genome
MZ427731.1	0	HIV-1 isolate RU_ERS_3694_2019 from Russia, complete genome
MZ427734.1	0	HIV-1 isolate RU_ERS_3695_2019 from Russia, complete genome
MZ427744.1	0	HIV-1 isolate RU_ERS_3712_2019 from Russia, complete genome
MZ427743.1	0	HIV-1 isolate RU_ERS_3734_2019 from Russia, complete genome
MZ427738.1	0	HIV-1 isolate RU_ERS_3748_2019 from Russia, complete genome
MZ427733.1	0	HIV-1 isolate RU_ERS_3759_2019 from Russia, complete genome
MZ427710.1	0	HIV-1 isolate RU_ERS_3635_2020 from Russia, complete genome
MH330357.1	0	HIV-1 isolate IRK007 from Russia, complete genome
MN736699.1	0	HIV-1 isolate Sample25_SI209 from Slovenia gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
AF413987.1	0	HIV-1 isolate 98UA0116 from Ukraine, complete genome
KU749399.1	0	HIV-1 isolate DEMA111UA002 from Ukraine, partial genome
KU749400.1	0	HIV-1 isolate DEMA111UA008 from Ukraine, partial genome
KU749401.1	0	HIV-1 isolate DEMA111UA009 from Ukraine, partial genome
KY658681.1	0	HIV-1 isolate DEMA112UA013 from Ukraine, partial genome
KU749402.1	0	HIV-1 isolate DEMA112UA014 from Ukraine, partial genome
KU749403.1	0	HIV-1 isolate DEMA112UA024 from Ukraine, partial genome
KU749404.1	0	HIV-1 isolate DEMA112UA030 from Ukraine, partial genome
KU749405.1	0	HIV-1 isolate DEMA112UA034 from Ukraine, partial genome
KU749406.1	0	HIV-1 isolate DEMA112UA036 from Ukraine, partial genome
KY658682.1	0	HIV-1 isolate DEMA112UA040 from Ukraine, partial genome
KU749407.1	0	HIV-1 isolate DEMA112UA042 from Ukraine, partial genome
MH078558.1	0	HIV-1 isolate DEURF11NG005 from Nigeria, partial genome
MW353967.1	0	HIV-1 isolate CV.10.126 from Cape Verde gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds
KY658686.1	0	HIV-1 isolate DEURF07AR001 from Argentina, partial genome
KY658683.1	0	HIV-1 isolate DEMB08AR002 from Argentina, partial genome
MH078530.1	0	HIV-1 isolate DEMB09AR010 from Argentina, partial genome
MN703127.1	0	HIV-1 isolate DEMB10AR005 from Argentina, complete genome
